REGULATOR	REGULATED	EFFECT
PreA	STM3175	activator
PreA	STM3175	regulator
PreA	mdaB	activator
PreA	mdaB	regulator
PreA	pmrC	regulator
PreA	pmrCAB	activator
PreA	pmrCAB	regulator
PrpR	prpBCDE	activator
PrpR	prpBCDE	regulator
PrpR	prpBCDE	repressor
PrpR	prpR	activator
PrpR	prpR	regulator
PspF	cas1	regulator
PutA	putA	activator
PutA	putA	regulator
PutA	putA	repressor
PutA	putP	activator
PutA	putP	regulator
PutA	putP	repressor
RamA	acrAB	regulator
RamA	hmp	activator
RamA	hmp	regulator
RamA	invF	repressor
RamA	soxS	activator
RamA	sprA	repressor
RamA	ssrA	regulator
RamA	ssrA	repressor
RamA	tolC	regulator
RcsA	flhDC	repressor
RcsA	igaA	regulator
RcsA	igaA	repressor
RcsA	rcsA	activator
RcsA	rcsA	regulator
RcsA	srfJ	regulator
RcsA	ugd	activator
RcsA	yciGFE	activator
RcsAB	flhD	regulator
RcsAB	flhDC	regulator
RcsAB	igaA	regulator
RcsAB	rcsA	activator
RcsAB	rcsA	regulator
RcsB	STM3155	repressor
RcsB	ackA	activator
RcsB	bapA	regulator
RcsB	csgD	activator
RcsB	csgD	regulator
RcsB	csgD	repressor
RcsB	flgK	regulator
RcsB	flhC	regulator
RcsB	flhC	repressor
RcsB	flhD	regulator
RcsB	flhDC	activator
RcsB	flhDC	regulator
RcsB	flhDC	repressor
RcsB	fliM	repressor
RcsB	glgC	activator
RcsB	glgX	activator
RcsB	gmm	activator
RcsB	hilA	activator
RcsB	hilA	repressor
RcsB	igaA	activator
RcsB	igaA	regulator
RcsB	igaA	repressor
RcsB	invF	activator
RcsB	mcpC	repressor
RcsB	mgtA	activator
RcsB	mgtA	regulator
RcsB	mgtA	repressor
RcsB	pagO	activator
RcsB	pagO	regulator
RcsB	pagO	repressor
RcsB	pbgP	activator
RcsB	pbgP	regulator
RcsB	pbgP	repressor
RcsB	phoN	repressor
RcsB	phoP	regulator
RcsB	phoP	repressor
RcsB	phoPQ	regulator
RcsB	phoPQ	repressor
RcsB	pmrA	activator
RcsB	pmrA	regulator
RcsB	rcsA	activator
RcsB	rcsB	activator
RcsB	rcsB	regulator
RcsB	rcsB	repressor
RcsB	rflM	repressor
RcsB	rpoS	regulator
RcsB	siiE	regulator
RcsB	sipC	activator
RcsB	spvA	activator
RcsB	spvA	regulator
RcsB	spvA	repressor
RcsB	spvAB	activator
RcsB	spvAB	repressor
RcsB	srfA	regulator
RcsB	srfABC	regulator
RcsB	srfABC	repressor
RcsB	srfB	regulator
RcsB	srfC	regulator
RcsB	srfJ	regulator
RcsB	srfJ	repressor
RcsB	ssaV	activator
RcsB	tviA	activator
RcsB	tviA	regulator
RcsB	ugd	activator
RcsB	ugd	regulator
RcsB	wzz	activator
RcsB	wzz	regulator
RcsB	yciGFE	activator
RcsB	yciGFE	regulator
RcsB	yciGFE	repressor
RcsB	ydeI	activator
RcsB	ydeI	regulator
RflM	flhDC	regulator
RflM	flhDC	repressor
RflM	fliC	regulator
RflM	fljB	activator
RflM	rcsB	regulator
RflM	rflM	activator
RflM	rflM	regulator
Rob	acrAB	activator
Rob	acrAB	regulator
Rob	mgtA	activator
Rob	mgtA	regulator
Rob	mgtA	repressor
Rob	ompW	regulator
Rob	phoP	regulator
Rob	rob	regulator
Rob	tolC	activator
RpoS	Crl	regulator
RpoS	ahpF	regulator
RpoS	bapA	regulator
RpoS	bapA	repressor
RpoS	cacA	activator
RpoS	cacA	regulator
RpoS	csgD	activator
RpoS	csgD	regulator
RpoS	dps	activator
RpoS	fis	activator
RpoS	fis	regulator
RpoS	fis	repressor
RpoS	fur	regulator
RpoS	gyrB	activator
RpoS	hilA	activator
RpoS	hns	regulator
RpoS	igaA	activator
RpoS	igaA	regulator
RpoS	igaA	repressor
RpoS	iraP	activator
RpoS	iraP	regulator
RpoS	iraP	repressor
RpoS	katE	activator
RpoS	katE	regulator
RpoS	katE	repressor
RpoS	mgtA	repressor
RpoS	narZ	activator
RpoS	narZ	repressor
RpoS	ogt	regulator
RpoS	pbgP	repressor
RpoS	phoP	activator
RpoS	phoP	regulator
RpoS	phoP	repressor
RpoS	phoPQ	repressor
RpoS	proV	activator
RpoS	rpoS	activator
RpoS	rpoS	regulator
RpoS	rpoS	repressor
RpoS	sodCII	activator
RpoS	sodCII	regulator
RpoS	spvA	regulator
RpoS	spvA	repressor
RpoS	spvB	activator
RpoS	spvB	regulator
RpoS	spvR	activator
RpoS	spy	activator
RpoS	ssrA	activator
RpoS	yciF	regulator
RpoS	ydeI	activator
RpoS	ydeI	regulator
RpoS	ydeI	repressor
RpoS	ygaU	regulator
RstA	asr	activator
RstA	bapA	regulator
RstA	bapA	repressor
RstA	csgD	repressor
RstA	feoB	activator
RstA	feoB	regulator
RstA	feoB	repressor
RstA	hns	repressor
RstA	narZ	activator
RstA	narZ	regulator
RstA	narZ	repressor
RstA	rpoS	activator
RstA	rpoS	repressor
RstA	rstA	activator
RstA	rstA	regulator
RstA	rstA	repressor
RstA	spvA	regulator
RstA	spvA	repressor
RtsA	dsbA	activator
RtsA	dsbA	regulator
RtsA	flhDC	activator
RtsA	hilA	activator
RtsA	hilA	regulator
RtsA	hilC	activator
RtsA	hilC	regulator
RtsA	hilD	activator
RtsA	hilD	regulator
RtsA	hilD	repressor
RtsA	invC	activator
RtsA	invF	activator
RtsA	invF	regulator
RtsA	invF	repressor
RtsA	lpxR	regulator
RtsA	mcpC	regulator
RtsA	siiA	activator
RtsA	siiA	regulator
RtsA	siiE	activator
RtsA	slrP	activator
RtsA	slrP	regulator
RtsA	sopA	activator
RtsA	sopB	activator
RtsA	sopB	regulator
RtsA	ytfK	regulator
RtsB	fimA	activator
RtsB	flhD	repressor
RtsB	flhDC	regulator
RtsB	flhDC	repressor
RtsB	hilA	activator
RtsB	hilA	regulator
RtsB	hilA	repressor
STM4463	STM4467	activator
STM4463	STM4467	regulator
STM4463	ssaG	regulator
SdiA	rck	activator
SdiA	rck	regulator
SdiA	sdiA	activator
SdiA	sdiA	regulator
SdiA	srgE	activator
SdiA	srgE	regulator
SirA	csrB	activator
SirA	csrB	regulator
SirA	csrB	repressor
SirA	flhD	regulator
SirA	flhD	repressor
SirA	flhDC	regulator
SirA	flhDC	repressor
SirA	hilA	activator
SirA	hilA	regulator
SirA	hilA	repressor
SirA	hilC	activator
SirA	hilC	regulator
SirA	hilD	activator
SirA	hilD	regulator
SirA	hilD	repressor
SirA	invF	activator
SirA	invF	regulator
SirA	siiA	activator
SirA	siiE	activator
SirA	siiE	regulator
SirA	sirC	activator
SirA	sirC	regulator
SirA	sopB	regulator
SirA	ssaG	regulator
SirA	sspC	activator
SirA	ssrAB	regulator
SirA	sulA	repressor
SirB	sirC	activator
SirB	sirC	regulator
SlyA	flhDC	regulator
SlyA	flhDC	repressor
SlyA	hlyE	regulator
SlyA	ompD	activator
SlyA	pagC	regulator
SlyA	pagC	repressor
SlyA	sodCII	repressor
SlyA	ssrA	activator
SlyA	ssrA	regulator
SlyA	ssrAB	regulator
SlyA	ugtL	activator
SlyA	ugtL	regulator
SoxR	soxS	activator
SoxR	soxS	regulator
SoxS	acrAB	activator
SoxS	acrAB	regulator
SoxS	micF	activator
SoxS	micF	regulator
SoxS	nfo	activator
SoxS	nfsA	activator
SoxS	nifJ	regulator
SoxS	ompW	activator
SoxS	ompW	regulator
SoxS	ompW	repressor
SoxS	rob	regulator
SoxS	rob	repressor
SoxS	sodA	activator
SoxS	soxS	activator
SoxS	soxS	regulator
SoxS	tolC	activator
SoxS	zwf	activator
SprB	hilA	repressor
SprB	hilD	regulator
SprB	hilD	repressor
SprB	siiA	activator
SprB	siiA	regulator
SprB	sprB	regulator
SprB	sprB	repressor
SpvR	crp	activator
SpvR	entC	activator
SpvR	spvA	activator
SpvR	spvA	regulator
SpvR	spvABC	activator
SpvR	spvABC	regulator
SpvR	spvABCD	activator
SpvR	spvABCD	regulator
SpvR	spvB	activator
SpvR	spvB	regulator
SpvR	spvC	regulator
SpvR	spvR	activator
SpvR	spvR	regulator
SsrB	STM2237	regulator
SsrB	araC	activator
SsrB	hilA	regulator
SsrB	hilD	regulator
SsrB	map	regulator
SsrB	ompR	regulator
SsrB	rpoE	activator
SsrB	rpoE	regulator
SsrB	sciF	regulator
SsrB	sciS	regulator
SsrB	sciS	repressor
SsrB	slrP	activator
SsrB	srfA	regulator
SsrB	srfABC	regulator
SsrB	srfB	regulator
SsrB	srfC	regulator
SsrB	srfJ	activator
SsrB	srfJ	regulator
SsrB	srfM	regulator
SsrB	srfN	activator
SsrB	srfN	regulator
SsrB	ssaB	activator
SsrB	ssaB	regulator
SsrB	ssaG	activator
SsrB	ssaG	regulator
SsrB	ssaJ	regulator
SsrB	ssaR	regulator
SsrB	ssaV	activator
SsrB	ssaV	regulator
SsrB	sseA	activator
SsrB	sseA	regulator
SsrB	sseAB	activator
SsrB	sseG	activator
SsrB	sseL	activator
SsrB	sseL	regulator
SsrB	sseL	repressor
SsrB	sspH2	activator
SsrB	sspH2	regulator
SsrB	ssrA	activator
SsrB	ssrA	regulator
SsrB	ssrAB	regulator
SsrB	ssrAB	repressor
SsrB	ssrB	activator
SsrB	ssrB	regulator
StpA	dsbA	repressor
StpA	hns	regulator
StpA	ompS1	regulator
StpA	ompS1	repressor
TctD	tctC	activator
TctD	tctC	regulator
TviA	flhC	regulator
TviA	flhC	repressor
TviA	flhDC	regulator
TviA	flhDC	repressor
TviA	fliZ	repressor
TviA	glgC	activator
TviA	glgX	activator
TviA	hilA	repressor
TviA	hilD	repressor
TviA	rcsB	regulator
TviA	tviA	regulator
TyrR	aniC	activator
TyrR	hyaB	activator
YdgT	map	regulator
YdgT	ssrA	repressor
YdgT	ssrAB	repressor
YdgT	ssrB	repressor
YdiV	flhD	repressor
YdiV	flhDC	regulator
YdiV	flhDC	repressor
YdiV	fliA	activator
YdiV	fliA	repressor
YdiV	fliC	regulator
YdiV	fliC	repressor
YdiV	fliZ	regulator
YdiV	fliZ	repressor
YdiV	ydiV	activator
YdiV	ydiV	regulator
Zur	zinT	regulator
Zur	znuA	regulator
